Provider ID	Name	Address	City	State	ZIP	County	Phone	Hospital Type	Ownership	Emergency Services	Location
170012	SALINA REGIONAL HEALTH CENTER	400 SOUTH SANTA FE AVENUE	SALINA	KS	67401	SALINE	7854527000	Acute Care Hospitals	Voluntary non-profit - Private	TRUE	400 SOUTH SANTA FE AVENUE SALINA, KS 67401 (38.833290907000446, -97.60921545499968)
170013	HAYS MEDICAL CENTER	2220 CANTERBURY DRIVE	HAYS	KS	67601	ELLIS	7856235000	Acute Care Hospitals	Voluntary non-profit - Other	TRUE	2220 CANTERBURY DRIVE HAYS, KS 67601 (38.878849826000476, -99.29923492899968)
170014	RANSOM MEMORIAL HOSPITAL	1301 S MAIN STREET	OTTAWA	KS	66067	FRANKLIN	7852298308	Acute Care Hospitals	Government - Local	TRUE	1301 S MAIN STREET OTTAWA, KS 66067 (38.596520040000485, -95.2687559419997)
170016	ST FRANCIS HEALTH CENTER INC	1700 SW 7TH STREET	TOPEKA	KS	66606	SHAWNEE	7852958000	Acute Care Hospitals	Voluntary non-profit - Church	TRUE	1700 SW 7TH STREET TOPEKA, KS 66606 (39.055993566000495, -95.69617183499969)
170017	SUSAN B ALLEN MEMORIAL HOSPITAL	720 W CENTRAL ST	EL DORADO	KS	67042	BUTLER	3163224557	Acute Care Hospitals	Voluntary non-profit - Private	TRUE	720 W CENTRAL ST EL DORADO, KS 67042 (37.81743810700044, -96.85932081999965)
170020	HUTCHINSON REGIONAL MEDICAL CENTER INC	1701 E 23RD AVENUE	HUTCHINSON	KS	67502	RENO	6206652001	Acute Care Hospitals	Proprietary	TRUE	1701 E 23RD AVENUE HUTCHINSON, KS 67502 (38.07944279300045, -97.89355021099965)
170023	ST CATHERINE HOSPITAL	401 EAST SPRUCE	GARDEN CITY	KS	67846	FINNEY	6202722561	Acute Care Hospitals	Voluntary non-profit - Church	TRUE	401 EAST SPRUCE GARDEN CITY, KS 67846 (37.968975413000464, -100.8690071589997)
170027	PRATT REGIONAL MEDICAL CENTER	200 COMMODORE ST	PRATT	KS	67124	PRATT	6204501160	Acute Care Hospitals	Voluntary non-profit - Private	TRUE	200 COMMODORE ST PRATT, KS 67124 (37.645438398000465, -98.72933355099968)
170039	SUMNER REGIONAL MEDICAL CENTER	1323 NORTH A ST	WELLINGTON	KS	67152	SUMNER	6203991299	Acute Care Hospitals	Government - Local	TRUE	1323 NORTH A ST WELLINGTON, KS 67152 (37.27843063300048, -97.39422616999968)
170040	UNIVERSITY OF KANSAS HOSPITAL	3901 RAINBOW BLVD	KANSAS CITY	KS	66103	WYANDOTTE	9135887332	Acute Care Hospitals	Government - Hospital District or Authority	TRUE	3901 RAINBOW BLVD KANSAS CITY, KS 66103 (39.057261076000486, -94.61177555099965)
170049	OLATHE MEDICAL CENTER	20333 WEST 151ST STREET	OLATHE	KS	66061	JOHNSON	9137914200	Acute Care Hospitals	Voluntary non-profit - Private	TRUE	20333 WEST 151ST STREET OLATHE, KS 66061 (38.85450326300048, -94.82337021299969)
170058	MERCY HOSPITAL-FORT SCOTT	401 WOODLAND HILLS BLVD	FORT SCOTT	KS	66701	BOURBON	6202237057	Acute Care Hospitals	Voluntary non-profit - Church	TRUE	401 WOODLAND HILLS BLVD FORT SCOTT, KS 66701 (37.80538012900047, -94.70625447899965)
170068	SOUTHWEST MEDICAL CENTER	315 WEST 15TH STREET	LIBERAL	KS	67901	SEWARD	6206296291	Acute Care Hospitals	Government - Local	TRUE	315 WEST 15TH STREET LIBERAL, KS 67901 (37.05424901100048, -100.92596111799969)
17006F	VA EASTERN KANSAS HEALTHCARE SYSTEM	4101 S. 4TH STREET	LEAVENWORTH	KS	66048	LEAVENWORTH	9136822000	ACUTE CARE - VETERANS ADMINISTRATION	Government Federal	FALSE	4101 S. 4TH STREET LEAVENWORTH, KS 66048 (39.277130273000466, -94.89970542599968)
170074	GEARY COMMUNITY HOSPITAL	1102 ST MARY'S ROAD	JUNCTION CITY	KS	66441	GEARY	7852103301	Acute Care Hospitals	Government - Local	TRUE	1102 ST MARY'S ROAD JUNCTION CITY, KS 66441 (39.01344901700048, -96.85020627099965)
170075	MERCY HOSPITAL	218 E PACK ST	MOUNDRIDGE	KS	67107	MCPHERSON	6203456391	Acute Care Hospitals	Voluntary non-profit - Church	TRUE	218 E PACK ST MOUNDRIDGE, KS 67107 (38.20511756200045, -97.5170006459997)
170086	STORMONT-VAIL HEALTHCARE	1500 SW 10TH ST	TOPEKA	KS	66604	SHAWNEE	7853546121	Acute Care Hospitals	Voluntary non-profit - Private	TRUE	1500 SW 10TH ST TOPEKA, KS 66604 (39.05127727700045, -95.69614417999969)
17008F	WICHITA VA MEDICAL CENTER	5500 E. KELLOG	WICHITA	KS	67218	SEDGWICK	3166852221	ACUTE CARE - VETERANS ADMINISTRATION	Government Federal	FALSE	5500 E. KELLOG WICHITA, KS 67218 (37.67979804400045, -97.27350045199967)
170094	COFFEY COUNTY HOSPITAL	801 NORTH 4TH STREET	BURLINGTON	KS	66839	COFFEY	6203642121	Acute Care Hospitals	Government - Local	TRUE	801 NORTH 4TH STREET BURLINGTON, KS 66839 (38.202160807000496, -95.7385354759997)
170103	NEWTON MEDICAL CENTER	600 MEDICAL CENTER DRIVE	NEWTON	KS	67114	HARVEY	3168046001	Acute Care Hospitals	Voluntary non-profit - Private	TRUE	600 MEDICAL CENTER DRIVE NEWTON, KS 67114 (38.02292682800049, -97.33560037599966)
170104	SHAWNEE MISSION MEDICAL CENTER	9100 W 74TH STREET	SHAWNEE MISSION	KS	66204	JOHNSON	9136762151	Acute Care Hospitals	Voluntary non-profit - Church	TRUE	9100 W 74TH STREET SHAWNEE MISSION, KS 66204 (38.9951484770005, -94.69291923699967)
170105	MCPHERSON HOSPITAL INC	1000 HOSPITAL DRIVE	MCPHERSON	KS	67460	MCPHERSON	6202412250	Acute Care Hospitals	Voluntary non-profit - Private	TRUE	1000 HOSPITAL DRIVE MCPHERSON, KS 67460 (38.378894335000496, -97.67245613799969)
170109	MIAMI COUNTY MEDICAL CENTER	2100 BAPTISTE DRIVE	PAOLA	KS	66071	MIAMI	9135574385	Acute Care Hospitals	Government - Hospital District or Authority	TRUE	2100 BAPTISTE DRIVE PAOLA, KS 66071 (38.568395145000466, -94.8506159159997)
170110	BOB WILSON MEMORIAL GRANT COUNTY HOSPITAL	415 N MAIN STREET	ULYSSES	KS	67880	GRANT	6203561266	Acute Care Hospitals	Government - Local	TRUE	415 N MAIN STREET ULYSSES, KS 67880 (37.58383871700045, -101.35806210399966)
170120	LABETTE HEALTH	1902 SOUTH US HWY 59	PARSONS	KS	67357	LABETTE	6204214880	Acute Care Hospitals	Government - Local	TRUE	1902 SOUTH US HWY 59 PARSONS, KS 67357 (37.321905718000494, -95.26668763099968)
170122	VIA CHRISTI HOSPITALS WICHITA INC	929 NORTH ST FRANCIS STREET	WICHITA	KS	67214	SEDGWICK	3162685000	Acute Care Hospitals	Voluntary non-profit - Church	TRUE	929 NORTH ST FRANCIS STREET WICHITA, KS 67214 (37.700435412000445, -97.33172525199967)
170123	WESLEY MEDICAL CENTER	550 N HILLSIDE STREET	WICHITA	KS	67214	SEDGWICK	3169622000	Acute Care Hospitals	Proprietary	TRUE	550 N HILLSIDE STREET WICHITA, KS 67214 (37.69544026900047, -97.29902579899965)
170133	SAINT LUKE'S CUSHING HOSPITAL	711 MARSHALL STREET	LEAVENWORTH	KS	66048	LEAVENWORTH	9136841102	Acute Care Hospitals	Voluntary non-profit - Private	TRUE	711 MARSHALL STREET LEAVENWORTH, KS 66048 (39.30775331500047, -94.91852103599967)
170137	LAWRENCE MEMORIAL HOSPITAL	325 MAINE STREET	LAWRENCE	KS	66044	DOUGLAS	7855056100	Acute Care Hospitals	Government - Local	TRUE	325 MAINE STREET LAWRENCE, KS 66044 (38.97727082500046, -95.2476461389997)
170142	MERCY REGIONAL HEALTH CENTER	1823 COLLEGE AVE	MANHATTAN	KS	66502	RILEY	7857762831	Acute Care Hospitals	Voluntary non-profit - Church	TRUE	1823 COLLEGE AVE MANHATTAN, KS 66502 (39.201380420000476, -96.59821606499969)
170145	COFFEYVILLE REGIONAL MEDICAL CENTER	1400 W 4TH ST	COFFEYVILLE	KS	67337	MONTGOMERY	6202511200	Acute Care Hospitals	Government - Local	TRUE	1400 W 4TH ST COFFEYVILLE, KS 67337 (37.04046830700048, -95.63838029299967)
170146	PROVIDENCE MEDICAL CENTER	8929 PARALLEL PARKWAY	KANSAS CITY	KS	66112	WYANDOTTE	9135963930	Acute Care Hospitals	Voluntary non-profit - Church	TRUE	8929 PARALLEL PARKWAY KANSAS CITY, KS 66112 (39.12856312200046, -94.78537026399965)
170150	SOUTH CENTRAL KS  MED CENTER	6401 PATTERSON PARKWAY	ARKANSAS CITY	KS	67005	COWLEY	6204422500	Acute Care Hospitals	Government - Local	TRUE	6401 PATTERSON PARKWAY ARKANSAS CITY, KS 67005 (37.131985820000466, -97.03636371899967)
170166	MORTON COUNTY HOSPITAL	445 N HILLTOP	ELKHART	KS	67950	MORTON	6206972141	Acute Care Hospitals	Voluntary non-profit - Other	TRUE	445 N HILLTOP ELKHART, KS 67950 (37.001816746000486, -101.8981664319997)
170175	WESTERN PLAINS MEDICAL COMPLEX	3001 AVENUE A	DODGE CITY	KS	67801	FORD	6202258400	Acute Care Hospitals	Proprietary	TRUE	3001 AVENUE A DODGE CITY, KS 67801 (37.78473063400048, -100.01497256199968)
170176	OVERLAND PARK REG MED CTR	10500 QUIVIRA ROAD	OVERLAND PARK	KS	66215	JOHNSON	9135415301	Acute Care Hospitals	Proprietary	TRUE	10500 QUIVIRA ROAD OVERLAND PARK, KS 66215 (38.93826032300046, -94.72366557199967)
170182	MENORAH MEDICAL CENTER	5721 WEST 119TH STREET	OVERLAND PARK	KS	66209	JOHNSON	9134986773	Acute Care Hospitals	Voluntary non-profit - Other	TRUE	5721 WEST 119TH STREET OVERLAND PARK, KS 66209 (38.9128270060005, -94.65249062299966)
170183	KANSAS SURGERY & RECOVERY CENTER	2770 NORTH WEBB ROAD	WICHITA	KS	67226	SEDGWICK	3166340090	Acute Care Hospitals	Proprietary	FALSE	2770 NORTH WEBB ROAD WICHITA, KS 67226 (37.73321091600047, -97.22623615699968)
170185	SAINT LUKE'S SOUTH HOSPITAL	12300 METCALF AVENUE	OVERLAND PARK	KS	66213	JOHNSON	9133177904	Acute Care Hospitals	Voluntary non-profit - Other	TRUE	12300 METCALF AVENUE OVERLAND PARK, KS 66213 (38.90500086200046, -94.66791587299969)
170186	KANSAS HEART HOSPITAL	3601 NORTH WEBB ROAD	WICHITA	KS	67226	SEDGWICK	3166305000	Acute Care Hospitals	Proprietary	FALSE	3601 NORTH WEBB ROAD WICHITA, KS 67226 (37.75008147300048, -97.22638480099965)
170187	SALINA SURGICAL HOSPITAL	401 SOUTH SANTA FE AVENUE	SALINA	KS	67401	SALINE	7858270610	Acute Care Hospitals	Proprietary	FALSE	401 SOUTH SANTA FE AVENUE SALINA, KS 67401 (38.833620460000475, -97.60913479499965)
170188	KANSAS CITY ORTHOPAEDIC INSTITUTE	3651 COLLEGE BLVD	LEAWOOD	KS	66211	JOHNSON	9133197633	Acute Care Hospitals	Physician	FALSE	3651 COLLEGE BLVD LEAWOOD, KS 66211 (38.92755332200045, -94.6279501309997)
170190	MANHATTAN SURGICAL HOSPITAL LLC	1829 COLLEGE AVENUE	MANHATTAN	KS	66502	RILEY	7857765100	Acute Care Hospitals	Physician	FALSE	1829 COLLEGE AVENUE MANHATTAN, KS 66502 (39.20291180200047, -96.59820569399966)
170191	GREAT BEND REGIONAL HOSPITAL	514 CLEVELAND STREET	GREAT BEND	KS	67530	BARTON	6207928833	Acute Care Hospitals	Proprietary	TRUE	514 CLEVELAND STREET GREAT BEND, KS 67530 (38.3562105150005, -98.79152573399966)
170194	DOCTORS HOSPITAL LLC	4901 COLLEGE BLVD	LEAWOOD	KS	66211	JOHNSON	9135291801	Acute Care Hospitals	Proprietary	TRUE	4901 COLLEGE BLVD LEAWOOD, KS 66211 (38.927403524000454, -94.64369029999966)
170196	KANSAS SPINE & SPECIALTY HOSPITAL, LLC	3333 NORTH WEBB ROAD	WICHITA	KS	67226	SEDGWICK	3164625326	Acute Care Hospitals	Physician	FALSE	3333 NORTH WEBB ROAD WICHITA, KS 67226 (37.743700137000474, -97.2263548419997)
170197	KANSAS MEDICAL CENTER LLC	1124 WEST 21ST STREET	ANDOVER	KS	67002	BUTLER	3163004000	Acute Care Hospitals	Proprietary	TRUE	1124 WEST 21ST STREET ANDOVER, KS 67002 (37.72327824600046, -97.14737975099968)
170198	SUMMIT SURGICAL LLC	1818 EAST 23RD AVENUE	HUTCHINSON	KS	67502	RENO	6206626000	Acute Care Hospitals	Physician	FALSE	1818 EAST 23RD AVENUE HUTCHINSON, KS 67502 (38.07955802200047, -97.8877404059997)
170199	MINIMALLY INVASIVE SURGERY HOSPITAL	11217 LAKEVIEW AVENUE	LENEXA	KS	66219	JOHNSON	9133227401	Acute Care Hospitals	Proprietary	FALSE	11217 LAKEVIEW AVENUE LENEXA, KS 66219 (38.924349978000464, -94.76967503299966)
170200	VIA CHRISTI HOSPITAL WICHITA ST TERESA, INC	14800 WEST ST TERESA	WICHITA	KS	67235	SEDGWICK	3167967800	Acute Care Hospitals	Voluntary non-profit - Church	TRUE	14800 WEST ST TERESA WICHITA, KS 67235 (37.72441670100045, -97.51139248999965)
170203	PREMIER SURGICAL INSTITUTE	1619 K HIGHWAY 66, PO BOX 127	GALENA	KS	66739	CHEROKEE	6207831732	Acute Care Hospitals	Government - Local	FALSE	1619 K HIGHWAY 66, PO BOX 127 GALENA, KS 66739 (37.07711569100047, -94.64980653199967)
171300	GRISELL MEMORIAL HOSPITAL	210 SOUTH VERMONT AVENUE	RANSOM	KS	67572	NESS	7857312231	Critical Access Hospitals	Government - Hospital District or Authority	TRUE	210 SOUTH VERMONT AVENUE RANSOM, KS 67572 (38.63663056000047, -99.93149679799967)
171301	ELLINWOOD DISTRICT HOSPITAL	605 N MAIN STREET	ELLINWOOD	KS	67526	BARTON	6205642548	Critical Access Hospitals	Government - Hospital District or Authority	TRUE	605 N MAIN STREET ELLINWOOD, KS 67526 (38.36072054600049, -98.58118590699968)
171302	OSWEGO COMMUNITY HOSPITAL	800 BARKER DRIVE	OSWEGO	KS	67356	LABETTE	6207952921	Critical Access Hospitals	Proprietary	TRUE	800 BARKER DRIVE OSWEGO, KS 67356 (37.15975367200048, -95.11044163799966)
171304	ASHLAND HEALTH CENTER	709 OAK STREET	ASHLAND	KS	67831	CLARK	6206352241	Critical Access Hospitals	Government - Hospital District or Authority	FALSE	709 OAK STREET ASHLAND, KS 67831 (37.189219823000485, -99.77193549799966)
171306	WICHITA COUNTY HEALTH CENTER	211 E EARL STREET	LEOTI	KS	67861	WICHITA	6203752233	Critical Access Hospitals	Government - Local	FALSE	211 E EARL STREET LEOTI, KS 67861 (38.47618676200045, -101.3555351229997)
171307	RAWLINS COUNTY HEALTH CENTER	707 GRANT ST	ATWOOD	KS	67730	RAWLINS	7856263211	Critical Access Hospitals	Voluntary non-profit - Other	TRUE	707 GRANT ST ATWOOD, KS 67730 (39.81329390900049, -101.0379698969997)
171308	MERCY MAUDE NORTON HOSPITAL	220 N PENNSYLVANIA AVENUE	COLUMBUS	KS	66725	CHEROKEE	6204292545	Critical Access Hospitals	Voluntary non-profit - Church	TRUE	220 N PENNSYLVANIA AVENUE COLUMBUS, KS 66725 (37.172650010000496, -94.84376560099969)
171310	CHEYENNE COUNTY HOSPITAL	210 WEST 1ST STREET	ST FRANCIS	KS	67756	CHEYENNE	7853322104	Critical Access Hospitals	Government - Local	TRUE	210 WEST 1ST STREET ST FRANCIS, KS 67756 (39.771090433000495, -101.80289992999968)
171312	COMANCHE COUNTY HOSPITAL	2ND & FRISCO STREET	COLDWATER	KS	67029	COMANCHE	6205822144	Critical Access Hospitals	Government - Local	TRUE	2ND &amp; FRISCO STREET COLDWATER, KS 67029 (37.26338607700046, -99.32030942899968)
171313	KEARNY COUNTY HOSPITAL	500 THORPE STREET	LAKIN	KS	67860	KEARNY	6203557111	Critical Access Hospitals	Government - Local	FALSE	500 THORPE STREET LAKIN, KS 67860 (37.9460028580005, -101.25203627599967)
171314	JEFFERSON COUNTY MEMORIAL HOSPITAL	408 DELAWARE ST	WINCHESTER	KS	66097	JEFFERSON	9137744340	Critical Access Hospitals	Voluntary non-profit - Private	TRUE	408 DELAWARE ST WINCHESTER, KS 66097 (39.32524841000048, -95.2703702879997)
171315	NEMAHA VALLEY COMMUNITY HOSPITAL	1600 COMMUNITY DR	SENECA	KS	66538	NEMAHA	7853366181	Critical Access Hospitals	Voluntary non-profit - Private	TRUE	1600 COMMUNITY DR SENECA, KS 66538 (39.83791587400049, -96.07788592699967)
171316	ANDERSON COUNTY HOSPITAL	421 S MAPLE	GARNETT	KS	66032	ANDERSON	7852044000	Critical Access Hospitals	Government - Local	TRUE	421 S MAPLE GARNETT, KS 66032 (38.279911022000476, -95.24933538399966)
171317	EDWARDS COUNTY HOSPITAL	620 WEST EIGHTH STREET	KINSLEY	KS	67547	EDWARDS	6206593621	Critical Access Hospitals	Government - Local	TRUE	620 WEST EIGHTH STREET KINSLEY, KS 67547 (37.92081737400048, -99.40527711999965)
171318	SEDAN CITY HOSPITAL	300 NORTH STREET	SEDAN	KS	67361	CHAUTAUQUA	6207253115	Critical Access Hospitals	Government - Local	TRUE	300 NORTH STREET SEDAN, KS 67361 (37.133538108000494, -96.1888702549997)
171319	HOLTON COMMUNITY HOSPITAL	1110 COLUMBINE DR	HOLTON	KS	66436	JACKSON	7853642116	Critical Access Hospitals	Voluntary non-profit - Private	TRUE	1110 COLUMBINE DR HOLTON, KS 66436 (39.47968759000048, -95.75001911699968)
171320	HORTON COMMUNITY HOSPITAL	240 WEST 18TH STREET	HORTON	KS	66439	BROWN	7854862642	Critical Access Hospitals	Proprietary	TRUE	240 WEST 18TH STREET HORTON, KS 66439 (39.67275065400048, -95.52961614099968)
171321	MEADE DISTRICT HOSPITAL	510 E CARTHAGE	MEADE	KS	67864	MEADE	6208732141	Critical Access Hospitals	Government - Hospital District or Authority	TRUE	510 E CARTHAGE MEADE, KS 67864 (37.28552753700046, -100.33456013999967)
171322	HAMILTON COUNTY HOSPITAL	700 NORTH HUSER	SYRACUSE	KS	67878	HAMILTON	6203847461	Critical Access Hospitals	Government - Local	TRUE	700 NORTH HUSER SYRACUSE, KS 67878 (37.98435417200045, -101.74174020299967)
171323	STAFFORD COUNTY HOSPITAL	502 S BUCKEYE	STAFFORD	KS	67578	STAFFORD	6202345221	Critical Access Hospitals	Government - Local	TRUE	502 S BUCKEYE STAFFORD, KS 67578 (37.9570331810005, -98.59611909499966)
171324	SATANTA DISTRICT HOSPITAL	CHEYENNE & APACHE	SATANTA	KS	67870	HASKELL	6206492761	Critical Access Hospitals	Government - Hospital District or Authority	TRUE	CHEYENNE &amp; APACHE SATANTA, KS 67870 (37.32956920000049, -100.77059839899965)
171325	GRAHAM COUNTY HOSPITAL	304 WEST PROUT STREET	HILL CITY	KS	67642	GRAHAM	7854212121	Critical Access Hospitals	Government - Local	TRUE	304 WEST PROUT STREET HILL CITY, KS 67642 (39.37180083600049, -99.84469767199965)
171327	ELLSWORTH COUNTY MEDICAL CENTER	1604 AYLWARD AVENUE	ELLSWORTH	KS	67439	ELLSWORTH	7854723111	Critical Access Hospitals	Government - Local	TRUE	1604 AYLWARD AVENUE ELLSWORTH, KS 67439 (38.74200079600047, -98.2189340009997)
171328	OTTAWA COUNTY HEALTH CENTER	215 E 8TH STREET	MINNEAPOLIS	KS	67467	OTTAWA	7853922122	Critical Access Hospitals	Government - Local	TRUE	215 E 8TH STREET MINNEAPOLIS, KS 67467 (39.128798188000474, -97.7037601779997)
171330	HOSPITAL DISTRICT #1 OF RICE COUNTY	619 SOUTH CLARK AVENUE	LYONS	KS	67554	RICE	6202575173	Critical Access Hospitals	Government - Hospital District or Authority	FALSE	619 SOUTH CLARK AVENUE LYONS, KS 67554 (38.34173094100049, -98.21620525099968)
171331	KIOWA DISTRICT HOSPITAL	1002 4TH STREET	KIOWA	KS	67070	BARBER	6208254131	Critical Access Hospitals	Government - Hospital District or Authority	TRUE	1002 4TH STREET KIOWA, KS 67070 (37.01271153100049, -98.48929130399966)
171333	CLARA BARTON HOSPITAL	250 W 9TH STREET	HOISINGTON	KS	67544	BARTON	6206532114	Critical Access Hospitals	Voluntary non-profit - Private	TRUE	250 W 9TH STREET HOISINGTON, KS 67544 (38.521609868000496, -98.77860927399968)
171334	MEDICINE LODGE MEMORIAL HOSPITAL	710 N WALNUT STREET	MEDICINE LODGE	KS	67104	BARBER	6208863771	Critical Access Hospitals	Government - Hospital District or Authority	TRUE	710 N WALNUT STREET MEDICINE LODGE, KS 67104 (37.289300108000475, -98.5776564679997)
171335	STEVENS COUNTY HOSPITAL	1006 S JACKSON	HUGOTON	KS	67951	STEVENS	6205446178	Critical Access Hospitals	Government - Local	TRUE	1006 S JACKSON HUGOTON, KS 67951 (37.17162652000047, -101.3497352009997)
171336	NESS COUNTY HOSPITAL DISTRICT #2	312 CUSTER STREET	NESS CITY	KS	67560	NESS	7857982291	Critical Access Hospitals	Government - Local	TRUE	312 CUSTER STREET NESS CITY, KS 67560 (38.457849500000464, -99.90144465699967)
171337	WAMEGO HEALTH CENTER	711 GENN DRIVE	WAMEGO	KS	66547	POTTAWATOMIE	7854587201	Critical Access Hospitals	Voluntary non-profit - Private	TRUE	711 GENN DRIVE WAMEGO, KS 66547 (39.20487759500048, -96.31859875099968)
171338	SABETHA COMMUNITY HOSPITAL	14TH & OREGON	SABETHA	KS	66534	NEMAHA	7852842121	Critical Access Hospitals	Voluntary non-profit - Private	TRUE	14TH &amp; OREGON SABETHA, KS 66534 (39.89715895600045, -95.80941897999969)
171339	GREENWOOD COUNTY HOSPITAL	100 W 16TH STREET	EUREKA	KS	67045	GREENWOOD	6205837451	Critical Access Hospitals	Government - Local	TRUE	100 W 16TH STREET EUREKA, KS 67045 (37.835337653000465, -96.29378090599965)
171340	HERINGTON MUNICIPAL HOSPITAL	100 E HELEN STREET	HERINGTON	KS	67449	DICKINSON	7852582207	Critical Access Hospitals	Voluntary non-profit - Other	TRUE	100 E HELEN STREET HERINGTON, KS 67449 (38.67956844700046, -96.9426112059997)
171341	HIAWATHA COMMUNITY HOSPITAL	300 UTAH STREET	HIAWATHA	KS	66434	BROWN	7857426283	Critical Access Hospitals	Voluntary non-profit - Private	TRUE	300 UTAH STREET HIAWATHA, KS 66434 (39.851828525000485, -95.53108096299968)
171342	RUSH COUNTY MEMORIAL HOSPITAL	801 LOCUST ST	LA CROSSE	KS	67548	RUSH	7852222545	Critical Access Hospitals	Government - Local	TRUE	801 LOCUST ST LA CROSSE, KS 67548 (38.530717834000484, -99.3166355359997)
171343	STANTON COUNTY HOSPITAL	404 N CHESTNUT	JOHNSON	KS	67855	STANTON	6204926250	Critical Access Hospitals	Government - Local	TRUE	404 N CHESTNUT JOHNSON, KS 67855 (37.573557982000466, -101.74950842899966)
171344	WILSON MEDICAL CENTER	REECE CAMPUS 2600 OTTAWA ROAD	NEODESHA	KS	66757	WILSON	6203258369	Critical Access Hospitals	Voluntary non-profit - Other	TRUE	REECE CAMPUS 2600 OTTAWA ROAD NEODESHA, KS 66757 (37.40778537900047, -95.70642689799968)
171345	PAWNEE  VALLEY COMMUNITY HOSPITAL	923 CARROLL AVENUE	LARNED	KS	67550	PAWNEE	6202853162	Critical Access Hospitals	Government - Local	TRUE	923 CARROLL AVENUE LARNED, KS 67550 (38.183748496000476, -99.10663563299966)
171346	HOSPITAL DISTRICT #6 OF HARPER COUNTY	1101 E SPRING STREET	ANTHONY	KS	67003	HARPER	6208425111	Critical Access Hospitals	Government - Hospital District or Authority	TRUE	1101 E SPRING STREET ANTHONY, KS 67003 (37.154475267000464, -98.01671664299965)
171347	SHERIDAN COUNTY HOSPITAL	826  18TH STREET	HOXIE	KS	67740	SHERIDAN	7856753281	Critical Access Hospitals	Government - Local	TRUE	826 18TH STREET HOXIE, KS 67740 (39.354202184000485, -100.43266756499969)
171348	NORTON COUNTY HOSPITAL	102 E HOLME STREET	NORTON	KS	67654	NORTON	7858773351	Critical Access Hospitals	Government - Local	TRUE	102 E HOLME STREET NORTON, KS 67654 (39.83854539100048, -99.88863736699966)
171349	CLOUD COUNTY HEALTH CENTER	1100 HIGHLAND DRIVE	CONCORDIA	KS	66901	CLOUD	7852431234	Critical Access Hospitals	Voluntary non-profit - Private	TRUE	1100 HIGHLAND DRIVE CONCORDIA, KS 66901 (39.566264283000464, -97.67248609699965)
171350	RUSSELL REGIONAL HOSPITAL	200 S MAIN STREET	RUSSELL	KS	67665	RUSSELL	7854833131	Critical Access Hospitals	Voluntary non-profit - Private	TRUE	200 S MAIN STREET RUSSELL, KS 67665 (38.883165121000445, -98.8593755439997)
171351	WASHINGTON COUNTY HOSPITAL	304 E 3RD STREET	WASHINGTON	KS	66968	WASHINGTON	7853252211	Critical Access Hospitals	Government - Local	TRUE	304 E 3RD STREET WASHINGTON, KS 66968 (39.817497937000496, -97.04633378999966)
171352	DECATUR COUNTY HOSPITAL	810 W  COLUMBIA STREET	OBERLIN	KS	67749	DECATUR	7854752208	Critical Access Hospitals	Government - Local	TRUE	810 W COLUMBIA STREET OBERLIN, KS 67749 (39.816174540000475, -100.53785649599968)
171353	PHILLIPS COUNTY HOSPITAL	1150 STATE STREET	PHILLIPSBURG	KS	67661	PHILLIPS	7855435226	Critical Access Hospitals	Government - Local	TRUE	1150 STATE STREET PHILLIPSBURG, KS 67661 (39.75584773000048, -99.31102935999968)
171354	COMMUNITY HOSPITAL, ONAGA AND ST MARYS CAMPUS	120 WEST 8TH STREET	ONAGA	KS	66521	POTTAWATOMIE	7858894272	Critical Access Hospitals	Voluntary non-profit - Private	TRUE	120 WEST 8TH STREET ONAGA, KS 66521 (39.495168495000485, -96.17150075899968)
171355	TREGO COUNTY LEMKE MEMORIAL HOSPITAL	320 THIRTEENTH ST	WA KEENEY	KS	67672	TREGO	7857432182	Critical Access Hospitals	Government - Local	TRUE	320 THIRTEENTH ST WA KEENEY, KS 67672 (39.027086377000444, -99.87161750099966)
171356	ST LUKE HOSPITAL & LIVING CENTER	535 SOUTH FREEBRON	MARION	KS	66861	MARION	6203822177	Critical Access Hospitals	Government - Hospital District or Authority	TRUE	535 SOUTH FREEBRON MARION, KS 66861 (38.3426907920005, -97.01002545399967)
171357	HILLSBORO COMMUNITY HOSPITAL	701 S MAIN STREET	HILLSBORO	KS	67063	MARION	6209473114	Critical Access Hospitals	Proprietary	TRUE	701 S MAIN STREET HILLSBORO, KS 67063 (38.345247706000464, -97.20473803499965)
171358	LINDSBORG COMMUNITY HOSPITAL	605 W LINCOLN STREET	LINDSBORG	KS	67456	MCPHERSON	7852273308	Critical Access Hospitals	Voluntary non-profit - Private	TRUE	605 W LINCOLN STREET LINDSBORG, KS 67456 (38.573413333000474, -97.68374158599966)
171359	GREELEY COUNTY HEALTH SERVICES	506 3RD STREET	TRIBUNE	KS	67879	GREELEY	6203764221	Critical Access Hospitals	Government - Local	TRUE	506 3RD STREET TRIBUNE, KS 67879 (38.470042100000455, -101.74974567899966)
171361	REPUBLIC COUNTY HOSPITAL	2420 G STREET	BELLEVILLE	KS	66935	REPUBLIC	7855272254	Critical Access Hospitals	Voluntary non-profit - Private	TRUE	2420 G STREET BELLEVILLE, KS 66935 (39.81814156600046, -97.63699466499969)
